Day,Year,Lhat,SE,Lower,Upper,sigmaPred,loPred,upPred
2015,5.52054794520548,72.9055412870781,1.36846947534246,70.2233904014644,75.5876921726917,5.48423878535414,62.1566307851663,83.6544517889899
2016,5.52328767123288,72.9066746805333,1.3687702817928,70.2239342251106,75.5894151359559,5.4875926118557,62.151190799468,83.6621585615985
2017,5.52602739726027,72.907805559259,1.36907059912832,70.2244764926749,75.5911346258432,5.49094848935333,62.1457442791619,83.6698668393562
2018,5.52876712328767,72.908933928835,1.36937042803594,70.2250172083903,75.5928506492796,5.4943064191013,62.1402912273692,83.6775766303007
2019,5.53150684931507,72.9100597948283,1.36966976920197,70.2255563764791,75.5945632131774,5.49766640235464,62.1348316471973,83.6852879424593
2020,5.53424657534247,72.9111831627938,1.36996862331209,70.2260940011522,75.5962723244355,5.50102844036914,62.1293655417398,83.6930007838479
2021,5.53698630136986,72.9123040382742,1.37026699105132,70.2266300866095,75.5979779899388,5.50439253440137,62.1238929140763,83.700715162472
2022,5.53972602739726,72.9134224267995,1.37056487310407,70.2271646370398,75.5996802165592,5.50775868570867,62.1184137672728,83.7084310863261
2023,5.54246575342466,72.9145383338877,1.37086227015412,70.2276976566208,75.6013790111546,5.51112689554915,62.1129281043814,83.7161485633941
2024,5.54520547945206,72.9156517650447,1.37115918288461,70.2282291495195,75.6030743805699,5.51449716518167,62.1074359284404,83.7238676016489
2025,5.54794520547945,72.9167627257637,1.37145561197803,70.2287591198915,75.604766331636,5.51786949586587,62.1019372424744,83.731588209053
2026,5.55068493150685,72.9178712215263,1.37175155811625,70.2292875718818,75.6064548711709,5.52124388886218,62.0964320494946,83.7393103935581
2027,5.55342465753425,72.9189772578015,1.37204702198052,70.2298145096243,75.6081400059788,5.52462034543178,62.090920352498,83.747034163105
2028,5.55616438356164,72.9200808400464,1.37234200425142,70.2303399372421,75.6098217428507,5.52799886683662,62.0854021544683,83.7547595256244
2029,5.55890410958904,72.9211819737057,1.37263650560892,70.2308638588473,75.6115000885641,5.53137945433943,62.0798774583756,83.7624864890358
2030,5.56164383561644,72.9222806642125,1.37293052673234,70.2313862785415,75.6131750498835,5.53476210920371,62.0743462671763,83.7702150612487
2031,5.56438356164384,72.9233769169874,1.37322406830036,70.2319072004152,75.6148466335597,5.53814683269373,62.0688085838131,83.7779452501617
2032,5.56712328767123,72.9244707374392,1.37351713099103,70.232426628548,75.6165148463304,5.54153362607455,62.0632644112155,83.785677063663
2033,5.56986301369863,72.9255621309647,1.37380971548175,70.2329445670092,75.6181796949201,5.54492249061196,62.0577137522991,83.7934105096302
2034,5.57260273972603,72.9266511029485,1.3741018224493,70.233461019857,75.61984118604,5.54831342757258,62.0521566099663,83.8011455959308
2035,5.57534246575342,72.9277376587636,1.3743934525698,70.2339759911391,75.6214993263881,5.55170643822377,62.0465929871059,83.8088823304213
2036,5.57808219178082,72.9288218037708,1.37468460651874,70.2344894848925,75.6231541226492,5.55510152383367,62.0410228865933,83.8166207209484
2037,5.58082191780822,72.9299035433192,1.37497528497096,70.2350015051434,75.624805581495,5.5584986856712,62.0354463112904,83.8243607753479
2038,5.58356164383562,72.9309828827458,1.37526548860067,70.2355120559076,75.626453709584,5.56189792500605,62.0298632640459,83.8321025014457
2039,5.58630136986301,72.932059827376,1.37555521808143,70.2360211411903,75.6280985135618,5.5652992431087,62.0242737476949,83.8398459070571
2040,5.58904109589041,72.9331343825233,1.37584447408616,70.2365287649859,75.6297400000606,5.56870264125039,62.0186777650594,83.8475909999871
2041,5.59178082191781,72.9342065534893,1.37613325728714,70.2370349312787,75.6313781756999,5.57210812070314,62.0130753189479,83.8553377880306
2042,5.59452054794521,72.935276345564,1.376421568356,70.2375396440421,75.6330130470859,5.57551568273977,62.0074664121558,83.8630862789722
2043,5.5972602739726,72.9363437640255,1.37670940796372,70.2380429072391,75.6346446208119,5.57892532863385,62.0018510474649,83.8708364805861
2044,5.6,72.9374088141404,1.37699677678066,70.2385447248226,75.6362729034582,5.58233705965975,61.9962292276441,83.8785884006367
2045,5.6027397260274,72.9384715011634,1.3772836754765,70.2390451007346,75.6378979015923,5.58575087709259,61.9906009554489,83.8863420468779
2046,5.60547945205479,72.9395318303378,1.37757010472031,70.2395440389069,75.6395196217687,5.58916678220831,61.9849662336219,83.8940974270537
2047,5.60821917808219,72.9405898068949,1.37785606518049,70.2400415432611,75.6411380705287,5.5925847762836,61.979325064892,83.9018545488977
2048,5.61095890410959,72.9416454360547,1.37814155752479,70.2405376177081,75.6427532544012,5.59600486059594,61.9736774519755,83.9096134201338
2049,5.61369863013699,72.9426987230255,1.37842658242035,70.2410322661489,75.644365179902,5.5994270364236,61.9680233975754,83.9173740484756
2050,5.61643835616438,72.943749673004,1.37871114053361,70.241525492474,75.645973853534,5.60285130504561,61.9623629043814,83.9251364416266
2051,5.61917808219178,72.9447982911755,1.37899523253041,70.2420173005635,75.6475792817875,5.60627766774181,61.9566959750703,83.9329006072807
2052,5.62191780821918,72.9458445827137,1.3792788590759,70.2425076942875,75.64918147114,5.6097061257928,61.9510226123061,83.9406665531213
2053,5.62465753424657,72.9468885527809,1.37956202083462,70.2429966775057,75.6507804280561,5.61313668047997,61.9453428187394,83.9484342868223
2054,5.62739726027397,72.9479302065278,1.37984471847043,70.2434842540679,75.6523761589877,5.61656933308549,61.9396565970081,83.9562038160475
